"kbaName"	"taxonID"	"scientificName"	"nKBA"	"n"	"ratio"	"vernacularName"	"species_short"	"establishmentMeansNat"	"threatStatusNat"	"threatStatusGlobal"	"isTrigger"
"Curieuse National Park"	"b3d1f2df-9769-441a-95fb-73c7b233b08e"	"Phoenicophorium borsigianum (K.Koch.) Stuntz"	17	1467	1.2	"Latanier feuille, Latannyen fey, Thief palm"	"Phoenicophorium borsigianum "	"nativeEndemicPaleo"	"LC"	"LC"	""
"Curieuse National Park"	"b59ebedd-0914-492a-9a4c-c39faf3f3b94"	"Averrhoa bilimbi L."	1	29	3.4						""
"Curieuse National Park"	"b6333164-6a4b-4768-b31e-ecbd510d227c"	"Nephrolepis biserrata (Sw.) Schott"	5	333	1.5	"Fougère Tabac, Fouzer taba, Giant swordfern"	"Nephrolepis biserrata "	"native"	""	""	""
"Curieuse National Park"	"b8aeced4-a17c-4316-940d-5003518427f1"	"Hydnocarpus pentandrus (Buch.-Ham.) Oken"	1	2	50						" B4"
"Curieuse National Park"	"b9879d32-d81c-4aa6-930a-cb11a9a9528a"	"Lodoicea maldivica (J.F.Gmel.) Pers."	14	86	16.3	"Coco de mer, Double coconut, Kokodmer, Koko-d-mer"	"Lodoicea maldivica "	"nativeEndemicPaleo"	"EN"	"EN"	"A2a A2an"
"Curieuse National Park"	"bbd2db11-f1dd-4a3d-83ea-c77168d9826b"	"Psychotria pervillei Baker"	1	218	0.5	"Bois couleuvre, Bwa koulev, Bwakoulev"	"Psychotria pervillei "	"nativeEndemic"	"VU"	"VU"	""
"Curieuse National Park"	"bcfbd70e-c304-4c69-9d74-d4c548efb86e"	"Planchonella obovata (R.Br.) Pierre"	1	142	0.7	"Bois de fer, Bois mon pere, Bois mon père, Bois mozambique, Bwa mon per, Bwa Mozambik, Bwamonper, Lucuma"	"Planchonella obovata "	"native"	""	""	""
"Curieuse National Park"	"bda8707e-8c50-4b36-9ccf-ab9b9ba2fe73"	"Xyroschoenus hornei (C.B. Clarke) Larridon"	12	107	11.2	"Herbe rasoir, Lerb razwar, L'herbe rasoir"	"Xyroschoenus hornei "	"nativeEndemicPaleo"	"LC"	"LC"	""
"Curieuse National Park"	"bdb3549d-fceb-4cee-a3d6-87628dc18757"	"Secamone schimperiana (Hemsl.) Klack."	5	21	23.8	"Lalyann dile"	"Secamone schimperiana "	"nativeEndemic"	"EN"	"EN"	"A2a A2an B4"
"Curieuse National Park"	"bed42a71-6474-4a71-bee9-11244e087516"	"Psidium cattleianum Sabine"	1	293	0.3						""
"Curieuse National Park"	"c2048016-310a-48eb-9d30-95828071a7fb"	"Cerbera manghas L."	1	98	1	"Tangen, Tanghin, Tanghin poison"	"Cerbera manghas "	"native"	"LC"	"LC"	""
"Curieuse National Park"	"c586e1a0-e01c-45cd-8079-8c03c2a2c344"	"Acacia mangium Willd."	3	8	37.5						" B4"
"Curieuse National Park"	"c6e2ac26-75a0-4404-a7c9-10ac9160a147"	"Adenanthera pavonina L."	6	775	0.8	"Agati, Bead tree, Coralwood, Lagati, Red sandalwood"	"Adenanthera pavonina "	"native"	""	""	""
"Curieuse National Park"	"c78f0365-21de-4191-bbc4-3f78b69e9c89"	"Mariscus javanicus (Houtt.) Merr. & F.P.Metcalf"	1	10	10	""	"Mariscus javanicus "	"native"	""	""	""
"Curieuse National Park"	"c833f1f4-57bc-4087-8cc4-f78db29dd8ef"	"Mimusops sechellarum (Oliv.) Hemsl."	3	109	2.8	"Bois de natte, Bwadnat, Bwa-d-nat"	"Mimusops sechellarum "	"nativeEndemic"	"NT"	"NT"	""
"Curieuse National Park"	"c8babd3b-5436-4eba-8de1-d23e81b95002"	"Bruguiera gymnorhiza (L.) Lam."	2	37	5.4	"Grand manglier, Manglier latte, Mangliye gro poumon, Mangliye lat, Mangrove"	"Bruguiera gymnorhiza "	"native"	"LC"	"LC"	""
"Curieuse National Park"	"cb9f8869-1216-4c40-8e01-be9162c91143"	"Tephrosia noctiflora Bojer ex Baker"	1	7	14.3						""
"Curieuse National Park"	"cbc4d7cb-2d6a-4761-9ca1-a524dd58a5ff"	"Ludia mauritiana J.F.Gmel. var. sechellensis F.Friedmann"	5	162	3.1	"Prin maron, Prunier marron, Pti prin, Pti prin maron"	"Ludia mauritiana var. sechellensis"	"nativeEndemic"	"VU"	""	""
"Curieuse National Park"	"cc7212f8-97de-46ce-a501-af615f05695a"	"Bakerella clavata (Desr.) Balle subsp. sechellensis (Baker) Balle"	1	5	20	"Bois marmaille, Bwa manrmay"	"Bakerella clavata subsp. sechellensis"	"nativeEndemic"	"EX"	""	" B4"
"Curieuse National Park"	"cea4817a-f52c-4a9e-ae1c-86870f4d59cc"	"Justicia gendarussa Burm.f."	1	30	3.3						""
"Curieuse National Park"	"d0566a32-8427-47aa-a953-90fc7a78c1f9"	"Striga asiatica (L.) Kuntze"	1	36	2.8						""
"Curieuse National Park"	"d1bf495c-f736-4179-8b62-7f8c3b36a76c"	"Swietenia macrophylla King"	1	21	4.8						""
"Curieuse National Park"	"d3747abc-61e3-41f7-872a-99909138eaaa"	"Northia seychellana Hook.f."	9	900	1	"Capucin, Kapisen"	"Northia seychellana "	"nativeEndemicPaleo"	"VU"	""	""
"Curieuse National Park"	"d4e54b5b-39bd-4a55-87c9-e01dbf4c8abb"	"Spondias dulcis Sol. ex G.Forst."	1	23	4.3						""
"Curieuse National Park"	"d55016d0-fda2-4d9e-a8af-cec9fbcf0243"	"Falcataria moluccana (Miq.) Barneby & J.W.Grimes"	3	227	1.3						""
"Curieuse National Park"	"d8be405e-c1f3-4881-ba09-f4efbcae8920"	"Urochloa brizantha (Hochst. ex A.Rich.) R.D.Webster"	2	6	33.3	""	"Urochloa brizantha "	"native"	""	""	" B4"
"Curieuse National Park"	"dd01d6c2-46bf-4814-9b61-44c7516f9d49"	"Vitex trifolia L."	1	11	9.1						""
"Curieuse National Park"	"de1dd003-d1c4-42af-93af-23781af3d0a9"	"Ipomoea violacea L."	1	36	2.8	"Batatran blanc, Convolve?, Patatran blan, Patatran blanc"	"Ipomoea violacea "	"native"	""	""	""
"Curieuse National Park"	"decbd14c-99bc-4b87-bd80-7b74d25c16b2"	"Pithecellobium unguis-cati (L.) Benth."	1	18	5.6						""
"Curieuse National Park"	"e0741670-6d7d-4e48-ab7b-8e4a4ce955ee"	"Cynorkis fastigiata Thouars"	3	85	3.5	"Orkid levantay"	"Cynorkis fastigiata "	"native"	"NT"	""	""
"Curieuse National Park"	"e185fbce-5c53-4cde-899d-d7845bf3932f"	"Stachytarpheta jamaicensis (L.) Vahl"	1	37	2.7						""
"Curieuse National Park"	"e2616dc9-e1e4-4a37-a6d3-6651674a7411"	"Suriana maritima L."	1	26	3.8	"Bois chevre, Bois d'amande, Bois matelot, Bwa matlo, Bwamatlo, Matelot, Matlo"	"Suriana maritima "	"native"	"LC"	"LC"	""
"Curieuse National Park"	"e26d36ff-4f3e-4da9-8d30-ad2bf4f56cb4"	"Vigna marina (Burm.) Merr."	1	15	6.7	"Gro Pwa, Gropwa, Pois marron, Pwa maron, Pwamaron, Shore bean"	"Vigna marina "	"native"	""	"LC"	""
"Curieuse National Park"	"e287da3f-bf18-40bd-8d39-b26881b2f89c"	"Phyllanthus acidus (L.) Skeels"	1	5	20						" B4"
"Curieuse National Park"	"e595b5d6-ad8a-437e-8bde-6f4607590859"	"Tarenna sechellensis (Baker) Summerh."	2	171	1.2	"Bois dur bleu, Bwa dir ble, Bwadir ble"	"Tarenna sechellensis "	"native"	"VU"	"VU"	""
"Curieuse National Park"	"e63e4a71-2203-4d5e-9da4-9a0d3ee4b4aa"	"Premna serratifolia L."	6	154	3.9	"Bois siro, Bois sirop, Bois sureau, Bwa siro, Bwasiro"	"Premna serratifolia "	"native"	""	"LC"	""
"Curieuse National Park"	"ea143f7e-8068-4e5b-aaa7-3de706b32464"	"Cordia subcordata Lam."	1	33	3	"Porcher, Porse"	"Cordia subcordata "	"native"	""	""	""
"Curieuse National Park"	"eb32fe29-fba0-41cf-a5b1-06bf6cc8bc8f"	"Pandanus multispicatus Balf.f."	6	140	4.3	"Vacoa de montagne, Vacoa millepatte, Vakwa montanny, Vakwa-d-montanny"	"Pandanus multispicatus "	"nativeEndemic"	"NT"	"NT"	""
"Curieuse National Park"	"ebd9cd69-becb-426c-84d2-9cb59fe146bd"	"Stenotaphrum dimidiatum (L.) Brongn."	1	39	2.6	"Chiendent, Herbe coco, Lerb koko"	"Stenotaphrum dimidiatum "	"native"	""	""	""
"Curieuse National Park"	"ecbe29ad-78d2-4ad8-bee9-9b921bb25064"	"Dendrolobium umbellatum (L.) Benth."	1	9	11.1	"Gro tref, Gros trèfle"	"Dendrolobium umbellatum "	"native"	""	"LC"	""
"Curieuse National Park"	"eda0b170-666b-4e47-8ebc-8c36d6121270"	"Nephrosperma vanhoutteana Balf.f."	1	1339	0.1	"Latanier millepatte, Latannyen milpat"	"Nephrosperma vanhoutteana "	"nativeEndemicPaleo"	"LC"	""	""
"Curieuse National Park"	"efca0a19-1c83-4611-8c27-c9a264bf40fe"	"Cocos nucifera L."	2	298	0.7	"Coconut palm, Coconut tree, Cocotier, Koko, Kokotye, Pye koko"	"Cocos nucifera "	"native"	""	""	""
"Curieuse National Park"	"f255aa91-f6e3-4cfd-96c2-082d5ff168aa"	"Scleria sieberi Nees ex Kunth"	2	49	4.1	"Herbe coupant, Lerb koupan"	"Scleria sieberi "	"native"	""	""	""
"Curieuse National Park"	"f40f9dd0-47d6-4ec4-8b93-e63eb55cba25"	"Colubrina asiatica (L.) Brongn."	1	31	3.2	"Bois savon, Bwa savon, Bwasavon, Lalyann savon, Latherleaf, Liane savon, Savonnier"	"Colubrina asiatica "	"native"	""	"LC"	""
"Curieuse National Park"	"f4587327-42f0-451f-9599-697c6a044a00"	"Leucaena leucocephala (Lam.) de Wit"	1	33	3						""
"Curieuse National Park"	"f4874414-7927-4c07-8e8f-c3b7d2961178"	"Barringtonia asiatica (L.) Kurz"	1	29	3.4	"Bonnen kare bordmer, Bonnen kare bor-d-mer, Bonnenkare bordmer, Bonnet carré bord de mer, Bwamare grann fey, Fish poison tree"	"Barringtonia asiatica "	"native"	""	""	""
"Curieuse National Park"	"f6745055-c1e2-4eff-8f59-bf2ae7feaa0c"	"Haplopteris zosterifolia (Willd.) E.H.Crane"	2	23	8.7	""	"Haplopteris zosterifolia "	"native"	"VU"	""	""
"Curieuse National Park"	"f6eda218-cfc9-4a21-a1eb-893da2b261a4"	"Canavalia cathartica Thouars"	1	19	5.3	"Pwamaron"	"Canavalia cathartica "	"native"	""	""	""
"Curieuse National Park"	"f9950ecf-ce70-4493-aa57-5c8c1360ff2f"	"Chrysobalanus icaco L. subsp. atacorensis (A.Chev.) F.White"	15	333	4.5						""
"Curieuse National Park"	"fb490b80-0487-40a8-866b-cdd537156ea5"	"Crinum amabile Donn ex Ker Gawl."	1	10	10						""
"Curieuse National Park"	"fe9d2ef5-76ce-469a-b4bd-ee5ffef11868"	"Crotalaria pallida Aiton"	1	12	8.3						""
"D'Arros"	"00756140-517e-45cd-b57c-2e9ddb0d52ed"	"Hibiscus schizopetalus (Dyer) Hook.f."	1	5	20						" B4"
"D'Arros"	"00ee88e5-1341-4a50-a2e6-ec0cceff8aec"	"Pipturus argenteus (G.Forst.) Wedd."	1	4	25	"Bois cendré, Bois malgache batard, Bois savon"	"Pipturus argenteus "	"native"	""	"LC"	" B4"
"D'Arros"	"022f5cc8-a868-4246-a385-a9544def60d5"	"Chloris barbata Sw."	1	8	12.5	""	"Chloris barbata "	"native"	""	""	""
"D'Arros"	"0570a022-cf82-45b0-9f0f-df6f5a438fc9"	"Capsicum frutescens L."	1	14	7.1						""
"D'Arros"	"073f6905-18de-47ab-83a2-4db58e6b25ad"	"Euphorbia cyathophora Murray"	1	10	10						""
"D'Arros"	"07895a41-7aa0-4b68-8c69-fab2c5c05f15"	"Phyllanthus amarus Schumach. & Thonn."	1	27	3.7						""
"D'Arros"	"079a33d5-4227-4862-8680-aa1d4974d293"	"Amaranthus dubius Mart. ex Thell."	1	22	4.5						""
"D'Arros"	"0825f436-3db9-41e3-ab96-ccd45b4395be"	"Desmanthus virgatus (L.) Willd."	1	11	9.1						""
"D'Arros"	"091d37a6-a5b1-4c67-a89d-96d86ff561c4"	"Cyperus compressus L."	1	8	12.5	""	"Cyperus compressus "	"native"	"LC"	"LC"	""
"D'Arros"	"0acfbbc5-7b45-449b-a9a0-31df2f9003a1"	"Datura metel L."	1	18	5.6						""
"D'Arros"	"0b342733-2aeb-4d76-b8b1-b8067c2b57d8"	"Hibiscus rosa-sinensis L."	1	30	3.3						""
"D'Arros"	"0ed7ef9c-11bb-4990-a85b-6bad315f14cc"	"Euphorbia prostrata Aiton"	1	24	4.2						""
"D'Arros"	"0ee54e7c-fa8a-404a-8aed-dda521130354"	"Laportea aestuans (L.) Chew"	1	8	12.5	"Stinging nettle, West Indian nettle, West Indian woodnettle"	"Laportea aestuans "	"native"	""	""	""
"D'Arros"	"106c6f86-2d48-46af-8f2a-62f115c43d89"	"Thespesia populneoides (Roxb.) Kostel."	1	6	16.7	"Bois de rose, Bwadroz, Bwa-d-roz"	"Thespesia populneoides "	"native"	""	""	""
"D'Arros"	"1169cf44-d16b-40ff-ae10-10d04320c679"	"Musa spp."	1	21	4.8						""
"D'Arros"	"11f7dcb6-7ccf-42f9-9250-3a3cb3cc3866"	"Pandanus tectorius Parkinson ex Du Roi"	1	6	16.7						""
"D'Arros"	"12f1a038-f719-468f-b278-16f288448e10"	"Punica granatum L."	1	7	14.3						""
"D'Arros"	"130967df-82e9-4974-bb24-b6a9e13beb99"	"Monstera deliciosa Liebm."	1	4	25						" B4"
"D'Arros"	"142076cf-5581-4a70-a7ef-ecad237ac828"	"Senna occidentalis (L.) Link"	1	23	4.3						""
"D'Arros"	"14f9309a-1fcb-41df-984c-9786a9f8cb86"	"Stenotaphrum micranthum (Desv.) C.E.Hubb."	1	19	5.3	"Herbe la seine"	"Stenotaphrum micranthum "	"native"	""	""	""
"D'Arros"	"1c6796da-1c25-451c-aeed-598d5066f911"	"Talinum paniculatum (Jacq.) Gaertn."	1	3	33.3						" B4"
"D'Arros"	"1c6e2bf3-caca-46d3-942a-3bd9b4ed43fc"	"Pisonia grandis R.Br."	1	19	5.3	"Bois mapou, Bwa mapou, Bwamapou, Mapou"	"Pisonia grandis "	"native"	""	""	""
"D'Arros"	"1c79a4f7-3a0d-4f95-ba91-f5e5390599e7"	"Morinda citrifolia L."	1	99	1	"Bois tortue, Bwa torti, Bwatorti, Indian Mulberry, Indian mulberry tree"	"Morinda citrifolia "	"native"	""	""	""
"D'Arros"	"1d120dff-0baf-44cf-893d-9cd6f78ec74e"	"Cassytha filiformis L."	1	33	3	"Dodder, Lalyann san fen, Lalyann sanfen, Liane sans fin"	"Cassytha filiformis "	"native"	""	""	""
"D'Arros"	"2183b2e0-3c2a-415d-9761-1662a43d1d3a"	"Agave sisalana Perrine ex Engelm."	1	17	5.9						""
"D'Arros"	"23890bd8-b535-49dc-8f1e-aa520447510b"	"Citrus aurantiifolia (Christm.) Swingle"	1	12	8.3						""
"D'Arros"	"23bdfc89-7da5-435e-95e0-97c772e1ea98"	"Cyperus ligularis L."	1	25	4	"Swamp flat sedge"	"Cyperus ligularis "	"native"	""	""	""
"D'Arros"	"24a06328-34d8-4829-ba53-fcc95c4e61ac"	"Turnera ulmifolia L."	1	55	1.8						""
"D'Arros"	"25354969-0e1a-45b0-93b0-0ecec3f35db5"	"Guettarda speciosa L."	1	29	3.4	"Beach gardenia, Bois cassant bord de mer, Bwa kasan bordmer, Bwa kasan bor-d-mer, Bwakasan bordmer"	"Guettarda speciosa "	"native"	"LC"	"LC"	""
"D'Arros"	"25a379cb-1544-42e4-96aa-d8f7fd60f06f"	"Crotalaria verrucosa L."	1	1	100						" B4"
"D'Arros"	"26f48c80-2a84-486f-a626-dd90b46d121e"	"Lawsonia inermis L."	1	3	33.3						" B4"
"D'Arros"	"2b656f95-cb28-4862-953e-ec0f494dff3f"	"Cucurbita moschata Duchesne"	1	13	7.7						""
"D'Arros"	"2d19c836-bae7-4ae0-bb5c-411479dec55e"	"Tabebuia heterophylla (DC.) Britton"	1	592	0.2						""
"D'Arros"	"3076ca7c-df89-4aba-b041-03d5fe8c9f9e"	"Thunbergia erecta (Benth.) T.Anderson"	1	7	14.3						""
"D'Arros"	"30a618df-8d83-4531-b125-fddb0362b860"	"Dactyloctenium ctenoides (Steud.) Lorch ex Bosser"	1	37	2.7	"Chien dent, Herne bourrique, Lerb bourik, Patte de poule"	"Dactyloctenium ctenoides "	"native"	""	""	""
"D'Arros"	"315165d6-c198-477b-9838-dfedfee6cdaf"	"Cynodon dactylon (L.) Pers."	1	9	11.1	"Bermuda grass, Chien dent, Patte de poule?"	"Cynodon dactylon "	"native"	""	""	""
"D'Arros"	"32b2f84a-40ad-400e-8965-968468d48ea1"	"Ipomoea obscura (L.) Ker Gawl."	1	23	4.3						""
"D'Arros"	"3458892e-ad75-4322-a6cf-588339d3ca36"	"Commelina longifolia Lam."	1	4	25						" B4"
"D'Arros"	"3a495c65-8768-43d5-a901-35b7fddb308a"	"Digitaria horizontalis Willd."	1	17	5.9						""
"D'Arros"	"3adab774-080e-4d37-8b2d-5e35b793cbe1"	"Hymenocallis littoralis (Jacq.) Salisb."	1	6	16.7						""
"D'Arros"	"3b9d6e00-2071-4fa7-9e05-4a18d442f605"	"Syringodium isoetifolium (Asch.) Dandy"	1	4	25	""	"Syringodium isoetifolium "	"native"	"LC"	"LC"	" B4"
"D'Arros"	"3e9da1e0-5538-4ed1-af8a-a395be1a1463"	"Carica papaya L."	1	37	2.7						""
"D'Arros"	"3ef19d6e-d777-476f-9946-ccfde3cff0fe"	"Phyla nodiflora (L.) Greene"	1	22	4.5						""
"D'Arros"	"41d9a614-605f-4f89-a242-ea6bc7f552ff"	"Cenchrus polystachios (L.) Morrone"	1	31	3.2	"Herbe ma tante, Lerb matant"	"Cenchrus polystachios "	"native"	""	""	""
"D'Arros"	"420dcdc9-f55a-46d3-be4f-f8f67aa4f11e"	"Fimbristylis cymosa R.Br."	3	35	8.6	""	"Fimbristylis cymosa "	"native"	"LC"	"LC"	""
"D'Arros"	"46a613e8-9054-4971-86af-b8db34821a1f"	"Triumfetta procumbens G.Forst."	1	10	10	""	"Triumfetta procumbens "	"native"	""	""	""
"D'Arros"	"4a2c6e40-4a2b-4e4d-91be-c0aeadd30255"	"Acalypha indica L."	1	30	3.3						""
"D'Arros"	"4a98826b-2b6f-4e5c-8b6b-c6a8ed6f20be"	"Heliconia bihai (L.) L."	1	5	20						" B4"
"D'Arros"	"4da758bd-eec8-4d73-b941-8ed57c81eb2b"	"Cyanthillium cinereum (L.) H.Rob."	1	34	2.9						""
"D'Arros"	"4daf0609-4b46-46f0-a624-ce89f646419e"	"Thalassia hemprichii (Ehrenb. ex Solms) Asch."	1	8	12.5	"Turtle grass"	"Thalassia hemprichii "	"native"	"LC"	"LC"	""
"D'Arros"	"4fb89c01-4ced-4318-be6d-fde4529e778b"	"Eleusine indica (L.) Gaertn."	1	26	3.8	"Chiendent patte de poule, Herbe patte de poule"	"Eleusine indica "	"native"	""	""	""
"D'Arros"	"500ba6f6-3956-4b15-b329-29ab61890ac2"	"Bidens pilosa L."	1	14	7.1						""
"D'Arros"	"538201b5-98d4-4355-b340-9f855c86d2fd"	"Ricinus communis L."	1	18	5.6						""
"D'Arros"	"549e0175-02d5-46fb-90b1-414f5487c80f"	"Hernandia nymphaeifolia (J.Presl) Kubitzki"	1	26	3.8	"Bois blanc, Bwa blan, Bwablan"	"Hernandia nymphaeifolia "	"native"	""	""	""
"D'Arros"	"59c72245-73d4-49b7-a6b4-e904effa1dc1"	"Sporobolus virginicus (L.) Kunth"	1	20	5	""	"Sporobolus virginicus "	"native"	""	"LC"	""
"D'Arros"	"5af3aba7-e2d3-4ed1-92fd-077c94adc218"	"Passiflora suberosa L."	1	63	1.6						""
"D'Arros"	"5d9556ad-96eb-4c4e-8334-83d666cda041"	"Corchorus aestuans L."	1	7	14.3						""
"D'Arros"	"5e6f079f-f059-41e7-a855-1cd9230f7dff"	"Catharanthus roseus (L.) G.Don"	1	63	1.6						""
"D'Arros"	"5e843f6a-0be1-40b0-8ba1-3b6d41a5cbd0"	"Eragrostis amabilis (L.) Wight & Arn."	2	32	6.2	""	"Eragrostis amabilis "	"native"	""	""	""
"D'Arros"	"627dbf3c-9596-4950-b4d2-09e587321de3"	"Bougainvillea glabra Choisy"	1	8	12.5						""
"D'Arros"	"62f3baf3-0127-44b8-b362-694cd7e1829b"	"Sida rhombifolia L."	1	6	16.7						""
"D'Arros"	"635d3ffe-b759-4b01-bc4c-3d59b8902347"	"Euphorbia pulcherrima Willd. ex Klotzsch"	1	2	50						" B4"
"D'Arros"	"64da7775-192b-47b0-98ae-2e5012c6544c"	"Macroptilium atropurpureum (Moc. & Sessé ex DC.) Urb."	1	1	100						" B4"
"D'Arros"	"67dbec64-3879-4d18-b09b-6b470a3d4bb9"	"Hamelia patens Jacq."	1	3	33.3						" B4"
"D'Arros"	"71323ecd-dce3-42e3-827b-5af4ada63614"	"Arundo donax L."	1	7	14.3						""
"D'Arros"	"7884f025-2a03-482f-a4e4-5b2d3c6e836e"	"Boerhavia diffusa L."	1	6	16.7	""	"Boerhavia diffusa "	"native"	""	""	""
"D'Arros"	"79752f93-9590-4e1c-8987-9b934bc8088d"	"Enteropogon sechellensis (Benth.) T.Durand & Schinz"	1	20	5	"Gazon"	"Enteropogon sechellensis "	"native"	""	""	""
"D'Arros"	"79d24f29-d2f3-4e94-a2e4-94603306d775"	"Terminalia catappa L."	1	163	0.6	"Badamier, Bodanmyen, Indian almond, Indian Almond tree"	"Terminalia catappa "	"native"	"LC"	"LC"	""
"D'Arros"	"7a223f4f-345c-47cc-99a5-5c983ac1c6e6"	"Heliotropium arboreum (Blanco) Mabb."	1	28	3.6	""	"Heliotropium arboreum "	"native"	""	"LC"	""
"D'Arros"	"7a86d50e-830e-48c5-8e38-1dc268c79804"	"Kalanchoe pinnata (Lam.) Pers."	1	27	3.7						""
"D'Arros"	"7aca405e-0702-4f01-8a3b-65bdd1a4c2a5"	"Moringa oleifera Lam."	1	30	3.3						""
"D'Arros"	"7f3b001b-3dfd-41a8-8983-4e8faec1a5b2"	"Mirabilis jalapa L."	1	16	6.2						""
"D'Arros"	"81b68efa-d742-4ad5-84f0-09b085b6601a"	"Murraya paniculata (L.) Jack"	1	13	7.7						""
"D'Arros"	"833de98b-f3d8-47cc-9e19-238c5d79f0a1"	"Duranta erecta L."	1	11	9.1						""
"D'Arros"	"8396d97e-1f05-4631-a4e5-df120f60194e"	"Euphorbia hirta L."	1	38	2.6						""
"D'Arros"	"87035e48-c51d-45cb-a4ef-df185fa8af4d"	"Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs"	1	31	3.2						""
"D'Arros"	"883f7d83-75d9-4acf-936d-2f115a67fea4"	"Vanilla planifolia Jacks. ex Andrews"	1	129	0.8						""
"D'Arros"	"91c773da-7548-40dd-960f-e31d8df32d06"	"Calotropis gigantea (L.) W.T.Aiton"	1	6	16.7						""
"D'Arros"	"92dce5c2-86c3-4c49-91bc-f894aed5201f"	"Lepturus repens (G.Forst) R.Br."	1	15	6.7	""	"Lepturus repens "	"native"	""	""	""
"D'Arros"	"94b68ae3-1d31-4405-9c73-faff029ff96f"	"Cycas thouarsii R.Br. ex Gaudich."	1	5	20						" B4"
"D'Arros"	"9533b55b-9a41-49c1-bbba-c54145545d33"	"Casuarina equisetifolia L."	1	120	0.8	"Cèdre, Filao, Pin, Sed, Whistling pine"	"Casuarina equisetifolia "	"native"	""	""	""
"D'Arros"	"9543e9ff-d934-47bd-aeba-efdcafa31028"	"Hippobroma longiflora (L.) G.Don"	1	22	4.5						""
"D'Arros"	"96a20153-f1e4-4711-bf87-96ca81253cb4"	"Sesbania sericea (Willd.) Link"	1	6	16.7						""
"D'Arros"	"9710e850-828d-4314-b79f-f52ec342a9b2"	"Phaseolus lunatus L."	1	3	33.3						" B4"
"D'Arros"	"99201469-ad10-47c7-b869-3b8dd3c21304"	"Gossypium hirsutum L."	1	16	6.2						""
"D'Arros"	"9b05d48b-0726-4e08-ba2d-f7af71dbaddb"	"Ficus elastica Roxb. ex Hornem."	1	6	16.7						""
"D'Arros"	"9f904c38-fb18-4a7d-a04c-9db8461aa22b"	"Scaevola taccada (Gaertn.) Roxb."	1	65	1.5	"Bois manioc, Veloutier manioc, Vouloutye"	"Scaevola taccada "	"native"	""	""	""
"D'Arros"	"a06f4a91-d447-44f4-8449-8e1491724304"	"Ochrosia oppositifolia (Lam.) K.Schum."	1	27	3.7	"Bois chauve souris, Bois chauve-souris, Bois jaune, Bwa sousouri, Bwasousouri"	"Ochrosia oppositifolia "	"native"	""	""	""
"D'Arros"	"a3bc8fe9-c1ee-4fc2-b06c-3f6fb448fe15"	"Plumeria obtusa L."	1	9	11.1						""
"D'Arros"	"a95a8f5e-b4e0-4954-a342-c4081d31a073"	"Calophyllum inophyllum L."	1	448	0.2	"Alexandrian laurel, Takamaka"	"Calophyllum inophyllum "	"native"	"LC"	"LC"	""
"D'Arros"	"abbb2c7b-e958-4935-8363-ff03d6368a05"	"Euphorbia tithymaloides L."	1	26	3.8						""
"D'Arros"	"aded5168-db45-41c1-986b-6f979f390e5e"	"Cyperus dubius Rottb."	1	32	3.1	"Lerb zonnyon"	"Cyperus dubius "	"native"	""	""	""
"D'Arros"	"b0d562c1-4ab1-462c-9172-01c463c1bd5a"	"Persea americana Mill."	1	11	9.1						""
"D'Arros"	"b1e3fab5-e21b-42ec-9a7d-320832e78a95"	"Hibiscus mutabilis L."	1	3	33.3						" B4"
"D'Arros"	"b2b1c94d-f510-4f4e-ab54-26edaf568015"	"Brachiaria umbellata (Trin.) Clayton"	1	35	2.9	"Gazon chinensis, Gazon trel, Gazon trelle, Gazontrel, Herbe edwards"	"Brachiaria umbellata "	"native"	""	""	""
"D'Arros"	"b63743c3-2ce8-43d1-a905-b9746577411d"	"Alocasia macrorrhizos (L.) G.Don"	1	41	2.4						""
"D'Arros"	"b951f54f-f117-4119-b4f0-64919c6be8fb"	"Cordyline fruticosa (L.) A.Chev."	1	15	6.7						""
"D'Arros"	"bdf202f7-3044-4e3d-bbae-8a682fb54ab7"	"Thalassodendron ciliatum (Forssk.) Hartog"	1	11	9.1	""	"Thalassodendron ciliatum "	"native"	"LC"	"LC"	""
"D'Arros"	"bf51c503-bf74-4e61-8ed5-0b4af13bbb99"	"Tridax procumbens L."	1	20	5						""
"D'Arros"	"c6e2ac26-75a0-4404-a7c9-10ac9160a147"	"Adenanthera pavonina L."	1	775	0.1	"Agati, Bead tree, Coralwood, Lagati, Red sandalwood"	"Adenanthera pavonina "	"native"	""	""	""
"D'Arros"	"c8029477-b0f7-4a3e-835d-e51099d867f0"	"Thevetia peruviana (Pers.) K.Schum."	1	4	25						" B4"
"D'Arros"	"c90d0d45-66fa-4320-a95a-be03bc46d9a0"	"Acalypha wilkesiana Müll.Arg."	1	10	10						""
"D'Arros"	"ca76a462-e523-4bd6-b50a-bdf87fe4aef7"	"Boerhavia repens L."	1	18	5.6	"Patate cauvin"	"Boerhavia repens "	"native"	""	""	""
"D'Arros"	"ce23f507-03cf-488f-9259-0ad88a806db8"	"Canna spp. hybrids"	1	2	50						" B4"
"D'Arros"	"ce3c4517-6217-4ddb-8ed2-9f7c3eca1298"	"Tagetes erecta L."	1	6	16.7						""
"D'Arros"	"d0566a32-8427-47aa-a953-90fc7a78c1f9"	"Striga asiatica (L.) Kuntze"	1	36	2.8						""
