"ecoSpeciesID"	"ecoSpecies"	"ecoSpeciesTranslated"	"ecoSpeciesReference"	"ecoSpeciesReferencePage"	"ecoSpeciesReferenceID"	"ecoSpeciesDate"	"ecoSpeciesBiotype"	"ecoSpeciesAuthor"	"ecoSpeciesEN"	"ecoSpeciesFR"	"ecoSpeciesENFR"	"synof_ecoSpeciesID"	"synof_ecoSpecies"	"synof_ecoSpeciesBiotype"	"nomenclaturalStatus"	"IUCNL3ID"	"IUCNL3"	"BIOL4ID"	"BIOL4"	"BIOL4Ordering"	"lifeZone"	"ecoOrder"	"ecoFamily"	"ecoGenus"	"ecoGenusOrdering"	"RLEStatus"
"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"42"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191008-1303-64g"	"Senterre, Bruno"	"West African Saxicolous dwarf forest on ironstone of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on ironstone outcrop"	92	""
"20200506081330"	"Forêt basse ombrophile à Parinari excelsa et Eugenia leonensis (FR)"	""	"Schnell (1952)"	"385"	"www.jstor.org/stable/20034533"	1951-12-31	"Schnell-19520101-2312-385"	"Schnell, Raymond"	""	"Forêt basse ombrophile à Parinari excelsa et Eugenia leonensis (FR)"	"Forêt basse ombrophile à Parinari excelsa et Eugenia leonensis (FR)"	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"bb-Heterotypic names"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on ironstone outcrop"	92	""
"20200505121917"	"High altitude gallery forest or thickets (EN)"	""	"Astron (2019)"	"6"	""	2018-12-31	"Astron-20190101-0334-6"	"Astron"	"High altitude gallery forest or thickets (EN)"	""	"High altitude gallery forest or thickets (EN)"	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"bb-Heterotypic names"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on ironstone outcrop"	92	""
"20200505125814"	"High altitude low forest or thickets (EN)"	""	"Astron (2019)"	"7"	""	2018-12-31	"Astron-20190101-0120-7"	"Astron"	"High altitude low forest or thickets (EN)"	""	"High altitude low forest or thickets (EN)"	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"bb-Heterotypic names"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on ironstone outcrop"	92	""
"20200506075028"	"High altitude thicket (EN)"	"Fourrés de haute altitude (FR)"	"Golder (2013)"	"10"	""	2012-12-31	"Golder-20130101-0614-10"	"Golder"	"High altitude thicket (EN)"	"Fourrés de haute altitude (FR)"	"High altitude thicket (EN)"	"20200505114020"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1303-64g"	"bb-Heterotypic names"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on ironstone outcrop"	92	""
"20200505111213"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"40"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191009-0948-70"	"Senterre, Bruno"	"West African Saxicolous dwarf forest on ironstone of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"West African Saxicolous dwarf forest on ironstone of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"20200505111213"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191009-0948-70"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.6"	"T1.1.6 Tropical-subtropical submontane humid edaphic low forests, heath forests and woodlands"	6	"Tropical submontane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on ironstone outcrop"	92	""
"20200505111559"	"Permanent secondary forest (EN)"	""	"Astron (2019)"	"3"	""	2018-12-31	"Astron-20190101-2134-3"	"Astron"	"Permanent secondary forest (EN)"	""	"Permanent secondary forest (EN)"	"20200505111213"	"Forêt ouest africaine naine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191009-0948-70"	"bb-Heterotypic names"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.6"	"T1.1.6 Tropical-subtropical submontane humid edaphic low forests, heath forests and woodlands"	6	"Tropical submontane perhumid"	"Inland (non-coastal) upland"	"Subsaxicolous"	"Subsaxicolous dwarf forest on ironstone outcrop"	92	""
"20200505151119"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Overdrained dwarf forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"46"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191004-1108-40"	"Senterre, Bruno"	"West African Overdrained dwarf forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Overdrained dwarf forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200505151119"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1108-40"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.5"	"T1.1.5 Tropical-subtropical lowland humid edaphic low forests, heath forests and woodlands"	5	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200505152142"	"Drier semi-deciduous forest (EN)"	"Forêt sèche semi-caduque (FR)"	"Golder (2013)"	"7"	""	2012-12-31	"Golder-20130101-1649-7"	"Golder"	"Drier semi-deciduous forest (EN)"	"Forêt sèche semi-caduque (FR)"	"Drier semi-deciduous forest (EN)"	"20200505151119"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1108-40"	"bb-Heterotypic names"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.5"	"T1.1.5 Tropical-subtropical lowland humid edaphic low forests, heath forests and woodlands"	5	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200505152436"	"Drier semi-deciduous forest (EN)"	""	"Astron (2019)"	"11"	""	2018-12-31	"Astron-20190101-1746-11"	"Astron"	"Drier semi-deciduous forest (EN)"	""	"Drier semi-deciduous forest (EN)"	"20200505151119"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1108-40"	"bb-Heterotypic names"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.5"	"T1.1.5 Tropical-subtropical lowland humid edaphic low forests, heath forests and woodlands"	5	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200506080915"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Overdrained dwarf forest of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"52"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20190930-1524-12"	"Senterre, Bruno"	"West African Overdrained dwarf forest of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Overdrained dwarf forest of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200506080915"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"BS61-20190930-1524-12"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane humid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200506081704"	"Forêt dense guinéenne basse de très haute montagne sur sol squelettique de Guinée Forestière (FR)"	""	"Aussel (2018)"	"31131"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	2018-12-10	"Aussel-20181211-0525-31131"	"Aussel, Alexia"	""	"Forêt dense guinéenne basse de très haute montagne sur sol squelettique de Guinée Forestière (FR)"	"Forêt dense guinéenne basse de très haute montagne sur sol squelettique de Guinée Forestière (FR)"	"20200506080915"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"BS61-20190930-1524-12"	"bb-Heterotypic names"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane humid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200505160214"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Overdrained dwarf forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"49"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191001-1559-26d"	"Senterre, Bruno"	"West African Overdrained dwarf forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Overdrained dwarf forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200505160214"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"BS61-20191001-1559-26d"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.6"	"T1.1.6 Tropical-subtropical submontane humid edaphic low forests, heath forests and woodlands"	6	"Tropical submontane humid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200505091921"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Overdrained dwarf forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"38"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191008-1308-64b"	"Senterre, Bruno"	"West African Overdrained dwarf forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Overdrained dwarf forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"20200505091921"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191008-1308-64b"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.5"	"T1.1.5 Tropical-subtropical lowland humid edaphic low forests, heath forests and woodlands"	5	"Tropical lowland perhumid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200505130203"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Overdrained dwarf forest of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"42"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191008-1302-64h"	"Senterre, Bruno"	"West African Overdrained dwarf forest of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Overdrained dwarf forest of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"20200505130203"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1302-64h"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T2.1.4"	"T2.1.4 Tropical-subtropical lower montane humid edaphic heath forests and woodlands"	15	"Tropical lower montane perhumid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200505111937"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"West African Overdrained dwarf forest of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"40"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191010-1152-75"	"Senterre, Bruno"	"West African Overdrained dwarf forest of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"West African Overdrained dwarf forest of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"20200505111937"	"Forêt ouest africaine naine sur-drainée de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191010-1152-75"	"aa-Active Valid"	"T1.4"	"T1.4 Tropical heath forests"	"BIO-T1.1.6"	"T1.1.6 Tropical-subtropical submontane humid edaphic low forests, heath forests and woodlands"	6	"Tropical submontane perhumid"	"Inland (non-coastal) upland"	"Drained (topographically)"	"Overdrained forest"	84	""
"20200505140803"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Riparian forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"45"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191004-1450-45"	"Senterre, Bruno"	"West African Riparian forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Riparian forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20200505140803"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1450-45"	"aa-Active Valid"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland humid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200505142844"	"Degraded lowland gallery forest (EN)"	"Forêt galerie de basses terres dégradé (FR)"	"Golder (2013)"	"6"	""	2012-12-31	"Golder-20130101-0440-6"	"Golder"	"Degraded lowland gallery forest (EN)"	"Forêt galerie de basses terres dégradé (FR)"	"Degraded lowland gallery forest (EN)"	"20200505140803"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1450-45"	"bb-Heterotypic names"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland humid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200505143233"	"Forêt galerie périodiquement inondée sur sol hydromorphe profond guinéenne (FR)"	""	"Aussel (2018)"	"31312"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	2018-12-10	"Aussel-20181211-0436-31312"	"Aussel, Alexia"	""	"Forêt galerie périodiquement inondée sur sol hydromorphe profond guinéenne (FR)"	"Forêt galerie périodiquement inondée sur sol hydromorphe profond guinéenne (FR)"	"20200505140803"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1450-45"	"bb-Heterotypic names"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland humid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200812161712"	"Gallery forest (EN)"	""	"Couch (2019)"	"19, 49"	"ISBN 978-1-5272-4065-0"	2019-04-30	"20200812163333"	"Couch, Charlotte"	"Gallery forest (EN)"	""	"Gallery forest (EN)"	"20200505140803"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1450-45"	"bb-Heterotypic names"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland humid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200807170431"	"River border Forest of the Moist Semi-deciduous Forest Zone (EN)"	""	"Voorhoeve (1965)"	"21"	"https://doi.org/10.2307/1217558"	1964-12-31	"20200807170902"	"Voorhoeve, Alexander George"	"River border Forest of the Moist Semi-deciduous Forest Zone (EN)"	""	"River border Forest of the Moist Semi-deciduous Forest Zone (EN)"	"20200505140803"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1450-45"	"bb-Heterotypic names"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland humid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200812093256"	"Galerie forestière (FR)"	""	""	""	""	2019-01-01	"20200812104501"	"Diabaté, Moussa"	""	"Galerie forestière (FR)"	"Galerie forestière (FR)"	"20200505140803"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1450-45"	"ca-Paratypic synonyms (p.p.)"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland humid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20220909124900"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Riparian forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"xx"	"xx"	""	2022-09-08	"20220909124127"	"Senterre, Bruno"	"West African Riparian forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Riparian forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"20220909124900"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"20220909124127"	"aa-Active Valid"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.4"	"TF1.1.4 Tropical-subtropical submontane forested wetland"	136	"Tropical submontane humid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200505085452"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Riparian forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"37"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191011-1120-77"	"Senterre, Bruno"	"West African Riparian forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Riparian forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"20200505085452"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191011-1120-77"	"aa-Active Valid"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland perhumid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200812093256"	"Galerie forestière (FR)"	""	"Diabaté (2019)"	"16"	""	2018-12-31	"20200812094236"	"Diabaté, Moussa"	""	"Galerie forestière (FR)"	"Galerie forestière (FR)"	"20200505085452"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191011-1120-77"	"bb-Heterotypic names"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland perhumid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200807170016"	"River border Forest of the Evergreen Forest Zone (EN)"	""	"Voorhoeve (1965)"	"21"	"https://doi.org/10.2307/1217558"	1964-12-31	"20200807170321"	"Voorhoeve, Alexander George"	"River border Forest of the Evergreen Forest Zone (EN)"	""	"River border Forest of the Evergreen Forest Zone (EN)"	"20200505085452"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191011-1120-77"	"bb-Heterotypic names"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland perhumid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200813155212"	"River-side forest (EN)"	""	"Hawthorne (2010)"	"10, 38"	""	2010-07-31	"20200813155845"	"Hawthorne, William D."	"River-side forest (EN)"	""	"River-side forest (EN)"	"20200505085452"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191011-1120-77"	"bb-Heterotypic names"	"TF1.1"	"TF1.1 Tropical flooded forests and peat forests"	"BIO-TF1.1.3"	"TF1.1.3 Tropical-subtropical lowland flooded/riparian forests and woodlands"	135	"Tropical lowland perhumid"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"Inland riparian (seasonally saturated, flushed, floaded)"	"Riparian forest on alluvial soil"	75	""
"20200506100103"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"West African Saxicolous periodically moist grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"54"	"https://doi.org/10.13140/RG.2.2.13242.93129"	2019-12-30	"BS61-20191001-1556-26"	"Senterre, Bruno"	"West African Saxicolous periodically moist grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"West African Saxicolous periodically moist grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"20200506100103"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1556-26"	"aa-Active Valid"	"T4.3"	"T4.3 Hummock savannas"	"BIO-T5.1.2"	"T5.1.2 Tropical-subtropical lowland and submontane arid edaphic savannas and grasslands"	63	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Saxicolous ravine (intermittent stream)"	"Saxicolous ravine grassland on ironstone"		""
"20200506100725"	"Groupement à Loudetia arundinacea et Polygala clarkeana (FR)"	""	"Schnell (1952)"	"381"	"www.jstor.org/stable/20034533"	1951-12-31	"Schnell-19520101-0619-381"	"Schnell, Raymond"	""	"Groupement à Loudetia arundinacea et Polygala clarkeana (FR)"	"Groupement à Loudetia arundinacea et Polygala clarkeana (FR)"	"20200506100103"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1556-26"	"bb-Heterotypic names"	"T4.3"	"T4.3 Hummock savannas"	"BIO-T5.1.2"	"T5.1.2 Tropical-subtropical lowland and submontane arid edaphic savannas and grasslands"	63	"Tropical lowland humid"	"Inland (non-coastal) upland"	"Saxicolous ravine (intermittent stream)"	"Saxicolous ravine grassland on ironstone"		""
